air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_opacity,dhi,dni,ghi,precipitation_rate,relative_humidity,period_end,period
16,0,0,0,6.5,0,0,0,0,82.1,2022-12-04T01:00:00+00:00,PT60M
16,13,11,14,26.2,8,0,8,0,80.3,2022-12-04T02:00:00+00:00,PT60M
17,92,154,130,28.7,97,3,98,0,74.4,2022-12-04T03:00:00+00:00,PT60M
18,171,317,304,6.7,192,216,285,0,67.4,2022-12-04T04:00:00+00:00,PT60M
21,227,429,468,4.8,253,342,447,0,57.6,2022-12-04T05:00:00+00:00,PT60M
25,262,488,584,0,262,488,584,0,47.9,2022-12-04T06:00:00+00:00,PT60M
26,281,495,630,0,281,495,630,0,44,2022-12-04T07:00:00+00:00,PT60M
27,277,484,612,0,277,484,612,0,41.8,2022-12-04T08:00:00+00:00,PT60M
29,255,432,525,0,255,432,525,0,40.2,2022-12-04T09:00:00+00:00,PT60M
28,213,315,373,0,213,315,373,0,44.7,2022-12-04T10:00:00+00:00,PT60M
27,140,196,207,0,140,196,207,0,49.4,2022-12-04T11:00:00+00:00,PT60M
26,52,56,62,0,52,56,62,0,50.1,2022-12-04T12:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,52,2022-12-04T13:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,54.9,2022-12-04T14:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,59.5,2022-12-04T15:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,63.6,2022-12-04T16:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,67.1,2022-12-04T17:00:00+00:00,PT60M
19,0,0,0,0.8,0,0,0,0,68.6,2022-12-04T18:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,67.7,2022-12-04T19:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,68.7,2022-12-04T20:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,69.1,2022-12-04T21:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,71.3,2022-12-04T22:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,74.8,2022-12-04T23:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,72.9,2022-12-05T00:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,71.1,2022-12-05T01:00:00+00:00,PT60M
18,12,6,12,24.1,8,0,8,0,69.6,2022-12-05T02:00:00+00:00,PT60M
19,89,95,112,28.4,82,0,82,0,67.5,2022-12-05T03:00:00+00:00,PT60M
19,175,215,265,19.5,211,7,214,0,64.8,2022-12-05T04:00:00+00:00,PT60M
22,243,305,414,7,271,202,388,0,56.6,2022-12-05T05:00:00+00:00,PT60M
26,289,351,520,0,289,351,520,0,47.2,2022-12-05T06:00:00+00:00,PT60M
27,316,332,550,0,316,332,550,0,44.9,2022-12-05T07:00:00+00:00,PT60M
28,312,319,532,13.9,385,106,459,0,44.1,2022-12-05T08:00:00+00:00,PT60M
29,280,280,455,36.8,289,0,289,0,42.1,2022-12-05T09:00:00+00:00,PT60M
28,220,186,314,32,214,0,214,0,46.9,2022-12-05T10:00:00+00:00,PT60M
27,138,113,177,21.4,137,0,137,0,51.6,2022-12-05T11:00:00+00:00,PT60M
27,50,30,55,3.5,50,15,52,0,51.4,2022-12-05T12:00:00+00:00,PT60M
27,0,0,0,0,0,0,0,0,52.7,2022-12-05T13:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,56.7,2022-12-05T14:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,65.2,2022-12-05T15:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,71.2,2022-12-05T16:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,74.3,2022-12-05T17:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,76.8,2022-12-05T18:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,75.8,2022-12-05T19:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,77.2,2022-12-05T20:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,79.1,2022-12-05T21:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,81.6,2022-12-05T22:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,84.5,2022-12-05T23:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,82.9,2022-12-06T00:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,81.5,2022-12-06T01:00:00+00:00,PT60M
18,11,3,11,3.8,10,0,10,0,80.7,2022-12-06T02:00:00+00:00,PT60M
18,87,75,106,24.5,81,0,81,0,78,2022-12-06T03:00:00+00:00,PT60M
18,174,198,257,18.7,207,6,210,0,74.8,2022-12-06T04:00:00+00:00,PT60M
21,242,303,411,3,254,259,401,0,65.7,2022-12-06T05:00:00+00:00,PT60M
25,287,355,520,0,287,355,520,0,53.6,2022-12-06T06:00:00+00:00,PT60M
26,318,309,534,0,318,309,534,0,48.7,2022-12-06T07:00:00+00:00,PT60M
27,313,295,516,0,313,295,516,0,47.1,2022-12-06T08:00:00+00:00,PT60M
28,279,254,438,0,279,254,438,0,44.6,2022-12-06T09:00:00+00:00,PT60M
27,213,144,286,0,213,144,286,0,48,2022-12-06T10:00:00+00:00,PT60M
26,130,73,155,0,130,73,155,0,52.1,2022-12-06T11:00:00+00:00,PT60M
26,47,14,49,0,47,14,49,0,50.6,2022-12-06T12:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,52.1,2022-12-06T13:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,57,2022-12-06T14:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,62.2,2022-12-06T15:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,65.6,2022-12-06T16:00:00+00:00,PT60M
22,0,0,0,0.8,0,0,0,0,67.8,2022-12-06T17:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,70.4,2022-12-06T18:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,70.5,2022-12-06T19:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,72.2,2022-12-06T20:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,74,2022-12-06T21:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,74.7,2022-12-06T22:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,75.8,2022-12-06T23:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,74.1,2022-12-07T00:00:00+00:00,PT60M
17,0,0,0,1.2,0,0,0,0,72.2,2022-12-07T01:00:00+00:00,PT60M
17,11,7,12,5.6,10,2,11,0,70.7,2022-12-07T02:00:00+00:00,PT60M
17,88,130,120,27.5,87,0,87,0,69.2,2022-12-07T03:00:00+00:00,PT60M
17,167,307,294,19.8,219,39,237,0,67.4,2022-12-07T04:00:00+00:00,PT60M
20,217,453,469,10.1,270,270,424,0,58.9,2022-12-07T05:00:00+00:00,PT60M
23,244,534,593,4.6,281,438,565,0,48,2022-12-07T06:00:00+00:00,PT60M
25,279,495,626,4.3,313,408,599,0,43.6,2022-12-07T07:00:00+00:00,PT60M
26,263,527,626,0,263,527,626,0,41.6,2022-12-07T08:00:00+00:00,PT60M
27,226,541,562,0,226,541,562,0,38.4,2022-12-07T09:00:00+00:00,PT60M
26,191,457,420,0,191,457,420,0,41.7,2022-12-07T10:00:00+00:00,PT60M
25,128,361,251,0,128,361,251,0,45.4,2022-12-07T11:00:00+00:00,PT60M
25,53,158,80,0,53,158,80,0,42.8,2022-12-07T12:00:00+00:00,PT60M
25,1,0,1,0,1,0,1,0,42.4,2022-12-07T13:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,44.9,2022-12-07T14:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,50.3,2022-12-07T15:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,54.5,2022-12-07T16:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,56.4,2022-12-07T17:00:00+00:00,PT60M
15,0,0,0,0.9,0,0,0,0,58.5,2022-12-07T18:00:00+00:00,PT60M
15,0,0,0,1.6,0,0,0,0,59.2,2022-12-07T19:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,61.7,2022-12-07T20:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,62.9,2022-12-07T21:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,63,2022-12-07T22:00:00+00:00,PT60M
12,0,0,0,1,0,0,0,0,64.7,2022-12-07T23:00:00+00:00,PT60M
13,0,0,0,1.9,0,0,0,0,64.8,2022-12-08T00:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,65.3,2022-12-08T01:00:00+00:00,PT60M
13,11,71,18,5.6,11,70,18,0,64.3,2022-12-08T02:00:00+00:00,PT60M
14,63,516,180,0,63,516,180,0,61.9,2022-12-08T03:00:00+00:00,PT60M
15,93,733,390,0,93,733,390,0,57.1,2022-12-08T04:00:00+00:00,PT60M
19,109,834,569,0,109,834,569,0,44,2022-12-08T05:00:00+00:00,PT60M
23,117,884,694,0,117,884,694,0,32.6,2022-12-08T06:00:00+00:00,PT60M
24,116,911,753,0,116,911,753,0,29.4,2022-12-08T07:00:00+00:00,PT60M
26,115,907,738,0,115,907,738,0,27.6,2022-12-08T08:00:00+00:00,PT60M
27,111,875,653,0,111,875,653,0,25.7,2022-12-08T09:00:00+00:00,PT60M
26,107,789,502,0,107,789,502,0,30,2022-12-08T10:00:00+00:00,PT60M
24,86,650,306,0.5,88,640,305,0,34.4,2022-12-08T11:00:00+00:00,PT60M
24,45,335,100,5,54,248,93,0,33,2022-12-08T12:00:00+00:00,PT60M
24,1,1,1,30.7,1,1,1,0,33.8,2022-12-08T13:00:00+00:00,PT60M
23,0,0,0,41.9,0,0,0,0,37.5,2022-12-08T14:00:00+00:00,PT60M
20,0,0,0,32,0,0,0,0,44,2022-12-08T15:00:00+00:00,PT60M
18,0,0,0,44.2,0,0,0,0,49,2022-12-08T16:00:00+00:00,PT60M
17,0,0,0,36.8,0,0,0,0,52.1,2022-12-08T17:00:00+00:00,PT60M
16,0,0,0,37.3,0,0,0,0,54.5,2022-12-08T18:00:00+00:00,PT60M
16,0,0,0,48.2,0,0,0,0,55.6,2022-12-08T19:00:00+00:00,PT60M
15,0,0,0,44.1,0,0,0,0,59.6,2022-12-08T20:00:00+00:00,PT60M
14,0,0,0,46,0,0,0,0,62.7,2022-12-08T21:00:00+00:00,PT60M
13,0,0,0,43.4,0,0,0,0,66.3,2022-12-08T22:00:00+00:00,PT60M
12,0,0,0,33.8,0,0,0,0,70.5,2022-12-08T23:00:00+00:00,PT60M
13,0,0,0,21.4,0,0,0,0,70.6,2022-12-09T00:00:00+00:00,PT60M
13,0,0,0,17.7,0,0,0,0,71.2,2022-12-09T01:00:00+00:00,PT60M
13,10,76,17,11.8,11,66,17,0,69.8,2022-12-09T02:00:00+00:00,PT60M
14,60,534,179,1.1,63,510,177,0,64.8,2022-12-09T03:00:00+00:00,PT60M
15,85,760,391,0,85,760,391,0,59.1,2022-12-09T04:00:00+00:00,PT60M
19,98,859,570,0,98,859,570,0,46.9,2022-12-09T05:00:00+00:00,PT60M
23,105,908,696,0,105,908,696,0,33.2,2022-12-09T06:00:00+00:00,PT60M
25,103,935,755,0,103,935,755,0,27.5,2022-12-09T07:00:00+00:00,PT60M
26,103,931,741,0,103,931,741,0,24.6,2022-12-09T08:00:00+00:00,PT60M
27,103,891,655,0,103,891,655,0,22.3,2022-12-09T09:00:00+00:00,PT60M
26,99,814,506,0,99,814,506,0,28,2022-12-09T10:00:00+00:00,PT60M
24,83,667,309,0,83,667,309,0,34.4,2022-12-09T11:00:00+00:00,PT60M
24,45,337,101,1.9,45,327,100,0,34.3,2022-12-09T12:00:00+00:00,PT60M
24,1,1,1,25.3,1,0,1,0,36.1,2022-12-09T13:00:00+00:00,PT60M
22,0,0,0,26.1,0,0,0,0,41,2022-12-09T14:00:00+00:00,PT60M
19,0,0,0,7.7,0,0,0,0,48.3,2022-12-09T15:00:00+00:00,PT60M
17,0,0,0,5.2,0,0,0,0,52.7,2022-12-09T16:00:00+00:00,PT60M
17,0,0,0,14.8,0,0,0,0,54.6,2022-12-09T17:00:00+00:00,PT60M
16,0,0,0,19.5,0,0,0,0,56.7,2022-12-09T18:00:00+00:00,PT60M
16,0,0,0,9.8,0,0,0,0,57.5,2022-12-09T19:00:00+00:00,PT60M
15,0,0,0,4.8,0,0,0,0,60.7,2022-12-09T20:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,64.5,2022-12-09T21:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,66.4,2022-12-09T22:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,68.3,2022-12-09T23:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,68.6,2022-12-10T00:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,68.7,2022-12-10T01:00:00+00:00,PT60M
14,11,42,14,0.8,11,42,14,0,68.9,2022-12-10T02:00:00+00:00,PT60M
14,73,396,162,0,73,396,162,0,67.4,2022-12-10T03:00:00+00:00,PT60M
15,115,633,369,0,115,633,369,0,64.9,2022-12-10T04:00:00+00:00,PT60M
20,136,754,549,0,136,754,549,0,53,2022-12-10T05:00:00+00:00,PT60M
24,149,808,674,0,149,808,674,0,39.1,2022-12-10T06:00:00+00:00,PT60M
25,140,862,739,0,140,862,739,0,34.2,2022-12-10T07:00:00+00:00,PT60M
26,136,863,727,0,136,863,727,0,31,2022-12-10T08:00:00+00:00,PT60M
27,133,821,642,0,133,821,642,0,27.3,2022-12-10T09:00:00+00:00,PT60M
26,140,686,483,0,140,686,483,0,31.3,2022-12-10T10:00:00+00:00,PT60M
25,109,528,289,0,109,528,289,0,36.7,2022-12-10T11:00:00+00:00,PT60M
25,51,235,91,0,51,235,91,0,37.6,2022-12-10T12:00:00+00:00,PT60M
24,1,1,1,0,1,1,1,0,41,2022-12-10T13:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,46.7,2022-12-10T14:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,54.2,2022-12-10T15:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,57.7,2022-12-10T16:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,58.6,2022-12-10T17:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,59.9,2022-12-10T18:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,60.9,2022-12-10T19:00:00+00:00,PT60M
17,0,0,0,1.7,0,0,0,0,65.1,2022-12-10T20:00:00+00:00,PT60M
16,0,0,0,17.1,0,0,0,0,68.5,2022-12-10T21:00:00+00:00,PT60M
16,0,0,0,18,0,0,0,0,70.7,2022-12-10T22:00:00+00:00,PT60M
15,0,0,0,9.9,0,0,0,0,73.2,2022-12-10T23:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,71.4,2022-12-11T00:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,69.8,2022-12-11T01:00:00+00:00,PT60M
16,10,33,13,3.6,10,33,13,0,68.9,2022-12-11T02:00:00+00:00,PT60M
17,69,360,150,0,69,360,150,0,66.4,2022-12-11T03:00:00+00:00,PT60M
17,108,602,348,0,108,602,348,0,63.1,2022-12-11T04:00:00+00:00,PT60M
21,127,723,522,0,127,723,522,0,54.5,2022-12-11T05:00:00+00:00,PT60M
26,138,780,643,0,138,780,643,0,42.7,2022-12-11T06:00:00+00:00,PT60M
27,139,809,701,0,139,809,701,0,38.7,2022-12-11T07:00:00+00:00,PT60M
28,138,805,688,0,138,805,688,0,40.1,2022-12-11T08:00:00+00:00,PT60M
29,132,767,607,0,132,767,607,0,40.2,2022-12-11T09:00:00+00:00,PT60M
28,126,669,461,0,126,669,461,0,45,2022-12-11T10:00:00+00:00,PT60M
27,99,522,277,0,99,522,277,0,50.3,2022-12-11T11:00:00+00:00,PT60M
27,48,230,87,0,48,230,87,0,51.4,2022-12-11T12:00:00+00:00,PT60M
26,1,1,1,0,1,1,1,0,55.3,2022-12-11T13:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,61.3,2022-12-11T14:00:00+00:00,PT60M
23,0,0,0,0.8,0,0,0,0,68.2,2022-12-11T15:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,72.1,2022-12-11T16:00:00+00:00,PT60M
21,0,0,0,17.8,0,0,0,0,71.5,2022-12-11T17:00:00+00:00,PT60M
21,0,0,0,49.8,0,0,0,0,69.7,2022-12-11T18:00:00+00:00,PT60M
21,0,0,0,10.7,0,0,0,0,67.3,2022-12-11T19:00:00+00:00,PT60M
20,0,0,0,4,0,0,0,0,66.5,2022-12-11T20:00:00+00:00,PT60M
20,0,0,0,41.9,0,0,0,0,65.8,2022-12-11T21:00:00+00:00,PT60M
20,0,0,0,51.2,0,0,0,0,66.8,2022-12-11T22:00:00+00:00,PT60M
19,0,0,0,36.6,0,0,0,0,68.9,2022-12-11T23:00:00+00:00,PT60M
19,0,0,0,35.5,0,0,0,0,69.1,2022-12-12T00:00:00+00:00,PT60M
19,0,0,0,26.3,0,0,0,0,68.8,2022-12-12T01:00:00+00:00,PT60M
19,9,16,11,22.6,8,0,8,0,66,2022-12-12T02:00:00+00:00,PT60M
20,76,241,130,30.8,79,69,97,0,63.8,2022-12-12T03:00:00+00:00,PT60M
20,134,447,312,0.6,137,435,310,0,64.5,2022-12-12T04:00:00+00:00,PT60M
22,171,564,478,14.3,253,286,412,0,63.4,2022-12-12T05:00:00+00:00,PT60M
26,198,612,592,0,198,612,592,0,58.3,2022-12-12T06:00:00+00:00,PT60M
27,239,555,624,9,310,373,568,0,54.3,2022-12-12T07:00:00+00:00,PT60M
28,247,520,603,38.7,337,49,372,0,51.2,2022-12-12T08:00:00+00:00,PT60M
29,237,451,516,34.7,288,72,330,0,49,2022-12-12T09:00:00+00:00,PT60M
28,208,303,360,4.3,227,235,344,0,53.3,2022-12-12T10:00:00+00:00,PT60M
27,138,176,199,13.3,145,85,178,0,58.2,2022-12-12T11:00:00+00:00,PT60M
27,52,46,61,39.4,35,0,35,0,58.9,2022-12-12T12:00:00+00:00,PT60M
27,1,0,1,40.9,1,0,1,0.1,60.1,2022-12-12T13:00:00+00:00,PT60M
27,0,0,0,46.2,0,0,0,0,62.1,2022-12-12T14:00:00+00:00,PT60M
25,0,0,0,46.3,0,0,0,0,68.2,2022-12-12T15:00:00+00:00,PT60M
24,0,0,0,51.3,0,0,0,0,74.1,2022-12-12T16:00:00+00:00,PT60M
23,0,0,0,48.5,0,0,0,0,77.8,2022-12-12T17:00:00+00:00,PT60M
23,0,0,0,48.2,0,0,0,0.1,81.6,2022-12-12T18:00:00+00:00,PT60M
23,0,0,0,42,0,0,0,0,83.9,2022-12-12T19:00:00+00:00,PT60M
22,0,0,0,37,0,0,0,0,87.6,2022-12-12T20:00:00+00:00,PT60M
21,0,0,0,34.9,0,0,0,0,92,2022-12-12T21:00:00+00:00,PT60M
20,0,0,0,40.4,0,0,0,0,92.5,2022-12-12T22:00:00+00:00,PT60M
20,0,0,0,29.4,0,0,0,0,91.9,2022-12-12T23:00:00+00:00,PT60M
20,0,0,0,40.3,0,0,0,0,90.2,2022-12-13T00:00:00+00:00,PT60M
20,0,0,0,22.4,0,0,0,0,87.2,2022-12-13T01:00:00+00:00,PT60M
20,8,3,8,34.7,5,0,5,0,85.3,2022-12-13T02:00:00+00:00,PT60M
20,80,80,98,46,54,0,54,0,82.7,2022-12-13T03:00:00+00:00,PT60M
21,164,199,244,42,145,0,145,0,78.4,2022-12-13T04:00:00+00:00,PT60M
22,232,293,391,22.8,280,42,305,0.1,73.2,2022-12-13T05:00:00+00:00,PT60M
24,275,352,501,28.6,310,72,354,0.1,67.2,2022-12-13T06:00:00+00:00,PT60M
25,300,352,543,82.2,97,0,97,0.1,63.4,2022-12-13T07:00:00+00:00,PT60M
26,298,335,527,76.7,122,0,122,0,62.3,2022-12-13T08:00:00+00:00,PT60M
27,269,302,456,53.3,201,10,207,0.1,60.4,2022-12-13T09:00:00+00:00,PT60M
25,216,227,330,13.1,247,79,288,0.1,64.5,2022-12-13T10:00:00+00:00,PT60M
23,139,137,187,28,132,17,139,0.1,70.8,2022-12-13T11:00:00+00:00,PT60M
24,52,38,59,16.6,46,4,46,0,71.5,2022-12-13T12:00:00+00:00,PT60M
24,1,0,1,25.4,1,0,1,0,71.8,2022-12-13T13:00:00+00:00,PT60M
23,0,0,0,34.8,0,0,0,0,73.1,2022-12-13T14:00:00+00:00,PT60M
22,0,0,0,33.2,0,0,0,0,77.1,2022-12-13T15:00:00+00:00,PT60M
21,0,0,0,40.6,0,0,0,0,79.2,2022-12-13T16:00:00+00:00,PT60M
21,0,0,0,48,0,0,0,0,77.2,2022-12-13T17:00:00+00:00,PT60M
21,0,0,0,43,0,0,0,0,75.2,2022-12-13T18:00:00+00:00,PT60M
21,0,0,0,43.9,0,0,0,0,72.6,2022-12-13T19:00:00+00:00,PT60M
20,0,0,0,44.1,0,0,0,0,69.8,2022-12-13T20:00:00+00:00,PT60M
20,0,0,0,44.4,0,0,0,0,66.9,2022-12-13T21:00:00+00:00,PT60M
20,0,0,0,46.1,0,0,0,0,67.7,2022-12-13T22:00:00+00:00,PT60M
20,0,0,0,49.9,0,0,0,0,69.6,2022-12-13T23:00:00+00:00,PT60M
19,0,0,0,53.1,0,0,0,0,68.5,2022-12-14T00:00:00+00:00,PT60M
19,0,0,0,38.7,0,0,0,0,67.6,2022-12-14T01:00:00+00:00,PT60M
19,8,4,8,60.7,2,0,2,0,65.6,2022-12-14T02:00:00+00:00,PT60M
20,79,103,103,57.4,45,0,45,0,60.9,2022-12-14T03:00:00+00:00,PT60M
20,161,236,254,44.2,141,0,141,0,56.5,2022-12-14T04:00:00+00:00,PT60M
21,223,339,407,31.4,272,18,282,0,52.8,2022-12-14T05:00:00+00:00,PT60M
23,265,392,516,36.3,329,0,329,0.2,51.6,2022-12-14T06:00:00+00:00,PT60M
25,303,329,530,57.2,227,0,227,0,53.2,2022-12-14T07:00:00+00:00,PT60M
25,300,323,520,25.1,370,30,390,0,52.7,2022-12-14T08:00:00+00:00,PT60M
26,267,314,462,34,306,0,306,0,52.6,2022-12-14T09:00:00+00:00,PT60M
25,213,272,349,25.9,256,2,257,0,55.4,2022-12-14T10:00:00+00:00,PT60M
25,138,190,204,4.3,147,138,195,0,57.3,2022-12-14T11:00:00+00:00,PT60M
25,54,63,65,20.8,50,2,50,0,56.4,2022-12-14T12:00:00+00:00,PT60M
25,1,0,1,33.4,1,0,1,0,56.5,2022-12-14T13:00:00+00:00,PT60M
24,0,0,0,32.1,0,0,0,0,57.9,2022-12-14T14:00:00+00:00,PT60M
23,0,0,0,47,0,0,0,0,60,2022-12-14T15:00:00+00:00,PT60M
22,0,0,0,44.2,0,0,0,0,60.9,2022-12-14T16:00:00+00:00,PT60M
21,0,0,0,38.9,0,0,0,0,59.8,2022-12-14T17:00:00+00:00,PT60M
21,0,0,0,31.1,0,0,0,0,59.2,2022-12-14T18:00:00+00:00,PT60M
21,0,0,0,25.3,0,0,0,0,58.4,2022-12-14T19:00:00+00:00,PT60M
20,0,0,0,14.8,0,0,0,0,59.2,2022-12-14T20:00:00+00:00,PT60M
20,0,0,0,34.4,0,0,0,0,61.3,2022-12-14T21:00:00+00:00,PT60M
19,0,0,0,41.1,0,0,0,0,62.8,2022-12-14T22:00:00+00:00,PT60M
19,0,0,0,29.2,0,0,0,0,63.7,2022-12-14T23:00:00+00:00,PT60M
19,0,0,0,56,0,0,0,0,64.6,2022-12-15T00:00:00+00:00,PT60M
19,0,0,0,63,0,0,0,0,66.1,2022-12-15T01:00:00+00:00,PT60M
19,7,4,8,56.2,2,0,2,0,65.9,2022-12-15T02:00:00+00:00,PT60M
19,79,100,101,65,38,0,38,0,64.7,2022-12-15T03:00:00+00:00,PT60M
19,161,230,251,43.2,146,0,146,0,63.2,2022-12-15T04:00:00+00:00,PT60M
21,226,318,398,28.9,252,62,288,0,57.9,2022-12-15T05:00:00+00:00,PT60M
24,268,376,509,5.2,301,284,482,0,52.3,2022-12-15T06:00:00+00:00,PT60M
26,272,454,586,9.3,336,282,531,0,51.5,2022-12-15T07:00:00+00:00,PT60M
27,270,448,575,11.5,340,248,511,0,53,2022-12-15T08:00:00+00:00,PT60M
28,250,400,497,67.5,163,0,163,0,52.9,2022-12-15T09:00:00+00:00,PT60M
27,203,342,375,56.1,165,0,165,0,56.7,2022-12-15T10:00:00+00:00,PT60M
26,137,232,217,54.5,90,5,92,0,61,2022-12-15T11:00:00+00:00,PT60M
26,55,76,68,19.4,51,17,55,0,58.8,2022-12-15T12:00:00+00:00,PT60M
26,1,0,1,53.1,1,0,1,0,58.9,2022-12-15T13:00:00+00:00,PT60M
26,0,0,0,50.9,0,0,0,0,64.9,2022-12-15T14:00:00+00:00,PT60M
24,0,0,0,31.2,0,0,0,0,73.6,2022-12-15T15:00:00+00:00,PT60M
23,0,0,0,38.7,0,0,0,0,76.8,2022-12-15T16:00:00+00:00,PT60M
23,0,0,0,47.5,0,0,0,0,77.2,2022-12-15T17:00:00+00:00,PT60M
22,0,0,0,53.2,0,0,0,0,80.1,2022-12-15T18:00:00+00:00,PT60M
22,0,0,0,32.9,0,0,0,0,82.8,2022-12-15T19:00:00+00:00,PT60M
21,0,0,0,33,0,0,0,0,86.4,2022-12-15T20:00:00+00:00,PT60M
20,0,0,0,35.8,0,0,0,0,89.4,2022-12-15T21:00:00+00:00,PT60M
19,0,0,0,30.2,0,0,0,0,91,2022-12-15T22:00:00+00:00,PT60M
19,0,0,0,21,0,0,0,0,91.3,2022-12-15T23:00:00+00:00,PT60M
19,0,0,0,9.2,0,0,0,0,90.2,2022-12-16T00:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,89.6,2022-12-16T01:00:00+00:00,PT60M
19,8,14,9,5.4,8,0,8,0,88.5,2022-12-16T02:00:00+00:00,PT60M
20,71,254,127,16.4,92,57,106,0,85,2022-12-16T03:00:00+00:00,PT60M
20,125,479,312,0.7,127,468,311,0,80.1,2022-12-16T04:00:00+00:00,PT60M
23,157,607,483,0,157,607,483,0,71.2,2022-12-16T05:00:00+00:00,PT60M
26,176,669,604,0,176,669,604,0,60.6,2022-12-16T06:00:00+00:00,PT60M
28,189,682,659,12.3,277,438,577,0,55.3,2022-12-16T07:00:00+00:00,PT60M
28,189,675,649,46,351,0,351,0,52.8,2022-12-16T08:00:00+00:00,PT60M
29,181,630,570,51.7,275,0,275,0,50.1,2022-12-16T09:00:00+00:00,PT60M
28,178,469,414,49.5,209,0,209,0,53.6,2022-12-16T10:00:00+00:00,PT60M
28,128,320,239,23.3,169,36,182,0,58,2022-12-16T11:00:00+00:00,PT60M
28,55,114,75,29.4,49,0,49,0,56.3,2022-12-16T12:00:00+00:00,PT60M
28,1,0,1,68.6,1,0,1,0,55.5,2022-12-16T13:00:00+00:00,PT60M
28,0,0,0,68.5,0,0,0,0,57.7,2022-12-16T14:00:00+00:00,PT60M
26,0,0,0,66.5,0,0,0,0,64.8,2022-12-16T15:00:00+00:00,PT60M
24,0,0,0,58,0,0,0,0,72.5,2022-12-16T16:00:00+00:00,PT60M
23,0,0,0,33.5,0,0,0,0,77.5,2022-12-16T17:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,81.5,2022-12-16T18:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,83,2022-12-16T19:00:00+00:00,PT60M
21,0,0,0,0.8,0,0,0,0,84,2022-12-16T20:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,84.5,2022-12-16T21:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,85.8,2022-12-16T22:00:00+00:00,PT60M
